0.000000000000000000e+00 -5.211837119999999779e-07 1.534209010000000097e-03
0.000000000000000000e+00 -4.380491829999999828e-07 3.497638879999999915e-03
0.000000000000000000e+00 -1.442691470000000101e-07 5.452510080000000370e-03
0.000000000000000000e+00 8.151540810000000239e-07 7.457790669999999657e-03
0.000000000000000000e+00 1.973989119999999994e-06 9.404334049999999237e-03
0.000000000000000000e+00 3.344033520000000130e-06 1.142656379999999923e-02
0.000000000000000000e+00 4.802829009999999983e-06 1.338074120000000075e-02
0.000000000000000000e+00 6.409350230000000082e-06 1.538470119999999983e-02
0.000000000000000000e+00 8.236635179999999339e-06 1.733644670000000082e-02
0.000000000000000000e+00 1.076944319999999976e-05 1.931431299999999962e-02
0.000000000000000000e+00 1.308879740000000068e-05 2.125916409999999840e-02
0.000000000000000000e+00 1.567272310000000109e-05 2.326254180000000144e-02
0.000000000000000000e+00 1.774098710000000112e-05 2.521365080000000092e-02
0.000000000000000000e+00 2.080969859999999916e-05 2.725817230000000119e-02
0.000000000000000000e+00 2.365538909999999871e-05 2.921588249999999831e-02
