1.701003000000000043e+02 4.261320779999999919e-05 2.028568860000000158e-03 1.940379306345384886e-02
1.700027000000000044e+02 8.080719360000000501e-05 3.996946159999999713e-03 1.960723652022890173e-02
1.700575000000000045e+02 1.190416449999999986e-04 5.946963510000000119e-03 1.926622382030883721e-02
1.701074000000000126e+02 1.576580559999999937e-04 7.951321569999999367e-03 1.961478920102963444e-02
1.700497000000000014e+02 1.958717879999999909e-04 9.899531749999999214e-03 1.939092074526700335e-02
1.700403000000000020e+02 2.351617229999999913e-04 1.192573440000000047e-02 1.940416531238211423e-02
1.700859000000000094e+02 2.731846060000000099e-04 1.388525609999999993e-02 1.969665685691247142e-02
1.701273999999999944e+02 3.126953630000000000e-04 1.589121870000000103e-02 1.932643063186839302e-02
1.701107000000000085e+02 3.501159149999999941e-04 1.782745579999999927e-02 1.972932302945273886e-02
1.701666999999999916e+02 3.890608449999999763e-04 1.980141759999999931e-02 1.940605892714704003e-02
1.701985999999999990e+02 4.269453609999999933e-04 2.175361799999999887e-02 1.947610821819879476e-02
1.701331000000000131e+02 4.659152150000000223e-04 2.375452360000000068e-02 1.960243536270641143e-02
1.701776000000000124e+02 5.040862180000000485e-04 2.570178180000000021e-02 1.969575283512341873e-02
1.702142000000000053e+02 5.439216620000000097e-04 2.772432160000000076e-02 1.949705859260510155e-02
1.701814999999999998e+02 5.818657299999999968e-04 2.967046480000000083e-02 1.954898191033819024e-02
1.701990000000000123e+02 6.210130550000000091e-04 3.167298980000000236e-02 1.949041653749182881e-02
1.702487999999999886e+02 6.594256060000000140e-04 3.364383280000000226e-02 1.956093064532754555e-02
1.703240000000000123e+02 6.954504360000000104e-04 3.548550539999999892e-02 1.967896420224900939e-02
1.704459999999999980e+02 7.336020990000000118e-04 3.742420820000000314e-02 1.961730221531286789e-02
1.704587999999999965e+02 7.729629289999999505e-04 3.943064260000000293e-02 1.961779836853607545e-02
1.704294999999999902e+02 8.113235169999999646e-04 4.138603980000000321e-02 1.956051299995313630e-02
1.704177999999999997e+02 8.508572620000000395e-04 4.340713940000000270e-02 1.973156327790645537e-02
1.703853000000000009e+02 8.893580959999999739e-04 4.535837019999999775e-02 1.957232043120942303e-02
1.703470000000000084e+02 9.281997730000000500e-04 4.734289099999999806e-02 1.958433978714250664e-02
1.703982000000000028e+02 9.664135280000000095e-04 4.929413140000000332e-02 1.983778840497095811e-02
1.704414999999999907e+02 1.005711309999999907e-03 5.127508719999999964e-02 1.949487452633560242e-02
1.704224000000000103e+02 1.043472340000000092e-03 5.321205939999999746e-02 1.970222733649890090e-02
1.703872000000000071e+02 1.083085259999999952e-03 5.522264019999999912e-02 1.967620639177590849e-02
1.704205000000000041e+02 1.121386559999999971e-03 5.716921970000000269e-02 1.957452660484119630e-02
1.704725999999999999e+02 1.161098879999999901e-03 5.919799519999999898e-02 1.985683847133396657e-02
1.704286999999999921e+02 1.199714720000000104e-03 6.114270759999999860e-02 1.954391056992791503e-02
1.704106999999999914e+02 1.238631700000000042e-03 6.313396620000000237e-02 1.976675503382626167e-02
1.704039999999999964e+02 1.277153170000000027e-03 6.508276709999999410e-02 1.966331633405913812e-02
1.703806999999999903e+02 1.316223920000000056e-03 6.706975390000000092e-02 1.967774630506697459e-02
1.703531000000000120e+02 1.354672909999999958e-03 6.902368650000000050e-02 1.978418697913416832e-02
1.703873000000000104e+02 1.394139890000000099e-03 7.101856149999999368e-02 1.975193727721384629e-02
1.704673999999999978e+02 1.432760769999999895e-03 7.297385730000000015e-02 1.968178272222995823e-02
1.705807000000000073e+02 1.472711629999999897e-03 7.500369680000000538e-02 1.965735009663251154e-02
1.706863999999999919e+02 1.511020440000000048e-03 7.695252560000000186e-02 1.960344195093855976e-02
1.706260000000000048e+02 1.550243829999999913e-03 7.895336760000000453e-02 1.984330777178758623e-02
1.706384999999999934e+02 1.588891949999999935e-03 8.090103279999999453e-02 1.984715036982102540e-02
1.706265999999999963e+02 1.627842580000000072e-03 8.286356290000000679e-02 1.965093441776376987e-02
1.704958000000000027e+02 1.666123739999999902e-03 8.481162089999999543e-02 1.979680416316558292e-02
1.705140000000000100e+02 1.724256219999999954e-03 8.774807869999999566e-02 1.957890999718509689e-02
1.705275000000000034e+02 1.762462549999999984e-03 8.969948099999999758e-02 1.967848458885654989e-02
1.704382999999999981e+02 1.802270919999999924e-03 9.172241979999999628e-02 1.986844693158052247e-02
1.705060000000000002e+02 1.840840029999999935e-03 9.366364400000000423e-02 1.975417446971108534e-02
1.705572999999999979e+02 1.880172629999999918e-03 9.565474720000000097e-02 1.971766999557143449e-02
1.705819999999999936e+02 1.918592090000000071e-03 9.760322590000000686e-02 1.969523905012179887e-02
1.705902000000000100e+02 1.955993540000000065e-03 9.950223560000000245e-02 1.980764251244033353e-02
1.704981999999999971e+02 1.994792559999999937e-03 1.014610259999999958e-01 0.000000000000000000e+00
