2.980206999999999766e+02 1.030555270000000034e-04 1.746687850000000096e-03
2.980224999999999795e+02 1.031661759999999959e-04 1.753586730000000022e-03
2.980203999999999951e+02 1.036588249999999994e-04 1.753357319999999898e-03
2.980188999999999737e+02 1.034245779999999989e-04 1.753548190000000064e-03
2.980188999999999737e+02 1.030577599999999984e-04 1.749398459999999995e-03
2.980154999999999745e+02 1.033375080000000065e-04 1.749078050000000065e-03
2.980154999999999745e+02 1.032847040000000016e-04 1.752349779999999970e-03
2.980178000000000225e+02 1.034110959999999990e-04 1.755809130000000017e-03
2.980185000000000173e+02 1.040121610000000000e-04 1.755453969999999945e-03
2.980240000000000009e+02 1.034903019999999996e-04 1.751496659999999921e-03
