0.000000000000000000e+00 3.480457309999999987e-05 6.656805469999999654e-04
0.000000000000000000e+00 8.590691550000000151e-05 1.528049760000000073e-03
0.000000000000000000e+00 1.291063530000000059e-04 2.240806149999999969e-03
0.000000000000000000e+00 1.770348459999999935e-04 3.028149960000000012e-03
0.000000000000000000e+00 2.540360229999999810e-04 4.275341040000000051e-03
0.000000000000000000e+00 2.988902420000000152e-04 4.987456890000000267e-03
0.000000000000000000e+00 3.481237709999999964e-04 5.773321500000000266e-03
0.000000000000000000e+00 4.111942529999999991e-04 6.776000659999999870e-03
0.000000000000000000e+00 4.661143200000000255e-04 7.641415389999999669e-03
0.000000000000000000e+00 5.113145779999999849e-04 8.353972669999999365e-03
0.000000000000000000e+00 5.889993770000000010e-04 9.568405559999999810e-03
0.000000000000000000e+00 6.413340969999999606e-04 1.038653299999999988e-02
0.000000000000000000e+00 6.876155079999999578e-04 1.110319660000000028e-02
0.000000000000000000e+00 6.979162579999999977e-03 1.005113049999999952e-01
0.000000000000000000e+00 7.046577370000000305e-03 1.010414619999999986e-01
0.000000000000000000e+00 7.064031269999999918e-03 1.010409820000000014e-01
0.000000000000000000e+00 7.077576680000000238e-03 1.010479529999999959e-01
0.000000000000000000e+00 7.087753450000000392e-03 1.010442899999999949e-01
0.000000000000000000e+00 7.097491800000000316e-03 1.010569999999999941e-01
0.000000000000000000e+00 7.105491319999999826e-03 1.010586349999999939e-01
0.000000000000000000e+00 7.112148369999999817e-03 1.010631270000000026e-01
0.000000000000000000e+00 7.117669830000000232e-03 1.010631040000000008e-01
0.000000000000000000e+00 7.122712310000000289e-03 1.010606950000000059e-01
0.000000000000000000e+00 7.126049530000000236e-03 1.010505530000000013e-01
0.000000000000000000e+00 7.129833300000000020e-03 1.010479569999999938e-01
0.000000000000000000e+00 7.132883989999999966e-03 1.010442109999999949e-01
0.000000000000000000e+00 7.135430849999999971e-03 1.010390619999999989e-01
0.000000000000000000e+00 7.138012400000000139e-03 1.010442139999999933e-01
0.000000000000000000e+00 7.140848550000000391e-03 1.010507449999999974e-01
0.000000000000000000e+00 7.143775399999999914e-03 1.010589179999999976e-01
