2.299619999999999891e+02 -5.042812629999999796e-01 1.338707910000000043e-07 -1.499847284214969957e+06
2.300084999999999980e+02 -4.960953200000000063e-01 1.284129399999999939e-07 -1.410657198136734311e+06
2.300055999999999869e+02 -5.074868169999999790e-01 1.364882520000000118e-07 -3.232034835697729886e+07
2.300771000000000015e+02 -5.164864179999999472e-01 1.367667020000000007e-07 1.807616709305121796e+06
2.301424000000000092e+02 -5.246409149999999855e-01 1.322555150000000041e-07 -1.207426773505245522e+07
2.300945000000000107e+02 -5.387706939999999944e-01 1.334257540000000008e-07 8.892976358408892527e+06
2.301405000000000030e+02 -5.476848890000000081e-01 1.324233680000000055e-07 7.301769569862160087e+07
2.301152999999999906e+02 -5.558178190000000463e-01 1.323119849999999991e-07 -1.684534594181675231e+06
2.301391999999999882e+02 -5.656684770000000029e-01 1.381596879999999942e-07 -1.405222962071057409e+06
2.301980000000000075e+02 -5.770157550000000191e-01 1.462347609999999922e-07 1.339331656464293599e+07
2.301418999999999926e+02 -5.859666289999999611e-01 1.455664519999999932e-07 -2.709826481576809660e+06
2.301870000000000118e+02 -5.941161719999999979e-01 1.485738559999999979e-07 -1.114780800928406650e+06
2.302062999999999988e+02 -6.082715069999999891e-01 1.612717200000000065e-07 -4.739190175760010607e+05
2.301599999999999966e+02 -6.172453380000000323e-01 1.802070879999999952e-07 -4.496816756464911741e+05
2.301896999999999878e+02 -6.253595429999999622e-01 1.982514190000000041e-07 -1.924378367085760983e+05
2.301442000000000121e+02 -6.384240289999999485e-01 2.661408020000000236e-07 -9.890631107273684756e+04
2.302073000000000036e+02 -6.465707920000000053e-01 3.485092869999999963e-07 -7.384496962683195306e+04
2.301987000000000023e+02 -6.554704559999999791e-01 4.690275030000000065e-07 -4.091480290609478834e+04
2.301845000000000141e+02 -6.696527249999999487e-01 8.156567910000000453e-07 -2.335242003981334346e+04
2.301981000000000108e+02 -6.777902759999999693e-01 1.164123929999999986e-06 -1.515700255297539843e+04
2.301636000000000024e+02 -6.867946200000000223e-01 1.758195480000000075e-06 -9.187880621243020869e+03
2.302194000000000074e+02 -6.981394109999999875e-01 2.992951510000000048e-06 -5.379718433937866394e+03
2.301804999999999950e+02 -7.079752910000000066e-01 4.821277680000000250e-06 -3.516748536744301418e+03
2.302699000000000069e+02 -7.161056719999999709e-01 7.133180539999999874e-06 -2.302321546390453932e+03
2.302152000000000100e+02 -7.250259380000000364e-01 1.100764630000000010e-05 -1.314675226693820832e+03
2.302478999999999871e+02 -7.390462700000000051e-01 2.167212960000000106e-05 -7.838348702701130151e+02
2.302538999999999874e+02 -7.470500359999999729e-01 3.188316550000000227e-05 -5.267909669225433618e+02
2.302281000000000120e+02 -7.558621020000000357e-01 4.861098839999999954e-05 -3.328839929665149384e+02
2.303308000000000106e+02 -7.668687339999999963e-01 8.167545600000000055e-05 -2.124467264804096658e+02
2.303018999999999892e+02 -7.761765219999999799e-01 1.254877949999999944e-04 -1.488570095205785435e+02
2.303189000000000135e+02 -7.837284930000000260e-01 1.762208510000000047e-04 -1.007112009308030594e+02
2.303718000000000075e+02 -7.961389939999999887e-01 2.994494579999999848e-04 -7.025038289462202101e+01
2.303114999999999952e+02 -8.042000129999999913e-01 4.141964339999999766e-04 -5.554982295645940127e+01
2.303506999999999891e+02 -8.109336000000000322e-01 5.354135080000000215e-04 -4.422922500473887197e+01
2.302667999999999893e+02 -8.206486920000000129e-01 7.550667349999999741e-04 -3.631205736815049789e+01
2.302797999999999945e+02 -8.268893059999999906e-01 9.269273909999999799e-04 -3.153810889327257527e+01
2.302418999999999869e+02 -8.341752730000000504e-01 1.157948439999999983e-03 -2.782863436025795423e+01
2.302637000000000000e+02 -8.399587939999999531e-01 1.365774699999999960e-03 -2.472321035826008995e+01
2.302540999999999940e+02 -8.494889300000000310e-01 1.751247939999999977e-03 -2.215440351643535877e+01
2.302595000000000027e+02 -8.556984010000000529e-01 2.031529509999999931e-03 -2.059306017565303293e+01
2.303408000000000015e+02 -8.609335980000000221e-01 2.285750930000000208e-03 -1.938169461265445648e+01
2.303143000000000029e+02 -8.686874119999999921e-01 2.685809549999999910e-03 -1.818736999605841476e+01
2.303676000000000101e+02 -8.737123949999999750e-01 2.962099250000000024e-03 -1.744148576188090871e+01
2.304072999999999922e+02 -8.797105229999999665e-01 3.305999310000000066e-03 -1.661073486612554007e+01
2.303736000000000104e+02 -8.879674130000000387e-01 3.803080869999999909e-03 -1.583045554147681244e+01
2.304512000000000000e+02 -8.927362380000000153e-01 4.104324569999999797e-03 -1.540304912097154499e+01
2.303668000000000120e+02 -8.981505410000000245e-01 4.455833089999999830e-03 -1.500138983157429173e+01
2.303771000000000129e+02 -9.046861109999999595e-01 4.891497390000000035e-03 -1.453199454522150802e+01
2.303185000000000002e+02 -9.097451020000000277e-01 5.239625169999999679e-03 -1.424622127275500461e+01
2.303283999999999878e+02 -9.142883120000000474e-01 5.558531490000000012e-03 -1.397389794214891268e+01
2.303482999999999947e+02 -9.224965000000000526e-01 6.145925790000000312e-03 -1.360393035843591925e+01
2.303400000000000034e+02 -9.274295759999999778e-01 6.508547170000000132e-03 -1.337114656126486167e+01
2.304156000000000120e+02 -9.318412179999999712e-01 6.838484619999999833e-03 -1.320075058217319608e+01
2.303413999999999930e+02 -9.368764760000000136e-01 7.219921869999999797e-03 -1.302813513597737227e+01
2.303583000000000141e+02 -9.429969240000000141e-01 7.689708830000000113e-03 -1.280977401189611697e+01
2.303079999999999927e+02 -9.478004340000000250e-01 8.064696709999999436e-03 -1.265481755516214157e+01
2.303288000000000011e+02 -9.521329710000000501e-01 8.407059370000000836e-03 -1.257020536399487121e+01
2.303272000000000048e+02 -9.591743219999999681e-01 8.967221339999999555e-03 -1.235393403715425364e+01
2.303089999999999975e+02 -9.638906430000000469e-01 9.348988069999999637e-03 -1.222651384830380827e+01
2.303859999999999957e+02 -9.681306640000000296e-01 9.695777109999999602e-03 -1.218372297356403067e+01
2.303334999999999866e+02 -9.746922420000000420e-01 1.023432990000000022e-02 -1.199841942930929228e+01
2.303817999999999984e+02 -9.788932089999999864e-01 1.058445660000000010e-02 -1.192778624047310210e+01
2.303403999999999883e+02 -9.835248340000000145e-01 1.097276210000000009e-02 -1.186797227277215860e+01
2.303380999999999972e+02 -9.911433530000000047e-01 1.161470149999999958e-02 -1.172462821479899020e+01
2.303506999999999891e+02 -9.953167520000000268e-01 1.197065299999999950e-02 -1.117788654423229033e+01
2.303207999999999913e+02 -1.111887639999999955e+00 2.239935859999999876e-02 -1.058732555089114591e+01
