0.000000000000000000e+00 1.035538649999999894e+00 1.396439100000000004e-03
0.000000000000000000e+00 1.063302689999999995e+00 3.363415749999999847e-03
0.000000000000000000e+00 1.086156270000000035e+00 5.303695550000000168e-03
0.000000000000000000e+00 1.107888530000000094e+00 7.300974469999999862e-03
0.000000000000000000e+00 1.128260739999999984e+00 9.255052340000000100e-03
0.000000000000000000e+00 1.148698049999999915e+00 1.127568049999999947e-02
0.000000000000000000e+00 1.168066440000000039e+00 1.323491209999999932e-02
0.000000000000000000e+00 1.187592739999999925e+00 1.523585530000000007e-02
0.000000000000000000e+00 1.206231520000000002e+00 1.717013579999999984e-02
0.000000000000000000e+00 1.225141660000000021e+00 1.915384159999999891e-02
0.000000000000000000e+00 1.243564279999999966e+00 2.110355129999999871e-02
0.000000000000000000e+00 1.262296400000000096e+00 2.309714720000000110e-02
0.000000000000000000e+00 1.280578259999999968e+00 2.505712360000000166e-02
0.000000000000000000e+00 1.299417669999999969e+00 2.708724519999999858e-02
0.000000000000000000e+00 1.317445449999999907e+00 2.904165510000000089e-02
0.000000000000000000e+00 1.335812500000000069e+00 3.103754270000000023e-02
0.000000000000000000e+00 1.353631940000000089e+00 3.298562900000000242e-02
0.000000000000000000e+00 1.370238960000000006e+00 3.480874369999999857e-02
0.000000000000000000e+00 1.387940799999999975e+00 3.675466980000000050e-02
0.000000000000000000e+00 1.406015460000000106e+00 3.875024669999999755e-02
0.000000000000000000e+00 1.423516849999999945e+00 4.068741110000000105e-02
0.000000000000000000e+00 1.441702079999999997e+00 4.270417220000000125e-02
0.000000000000000000e+00 1.459306100000000050e+00 4.466361530000000080e-02
0.000000000000000000e+00 1.477165679999999925e+00 4.665530040000000211e-02
0.000000000000000000e+00 1.494676839999999896e+00 4.861139619999999689e-02
