0.000000000000000000e+00 6.568896630000000368e-03 1.191680160000000039e-07
0.000000000000000000e+00 1.078665469999999932e-01 1.190568559999999991e-07
0.000000000000000000e+00 2.070356590000000108e-01 1.127079249999999984e-07
0.000000000000000000e+00 3.083850920000000273e-01 1.067487329999999961e-07
0.000000000000000000e+00 4.067052329999999993e-01 1.124860199999999986e-07
0.000000000000000000e+00 5.031654309999999963e-01 1.088660100000000001e-07
0.000000000000000000e+00 5.848834939999999483e-01 1.148803369999999986e-07
0.000000000000000000e+00 6.856722710000000554e-01 1.086993929999999957e-07
0.000000000000000000e+00 7.845854899999999965e-01 1.462918260000000014e-07
0.000000000000000000e+00 8.850451089999999965e-01 3.792161289999999683e-05
0.000000000000000000e+00 9.662173149999999655e-01 2.147609970000000004e-03
0.000000000000000000e+00 1.020357549999999947e+00 6.081310060000000121e-03
0.000000000000000000e+00 1.071656940000000002e+00 1.059502940000000074e-02
0.000000000000000000e+00 1.255547250000000004e+00 2.882955690000000085e-02
0.000000000000000000e+00 1.345962789999999965e+00 3.827830420000000178e-02
0.000000000000000000e+00 1.435332470000000082e+00 4.776786189999999988e-02
0.000000000000000000e+00 1.525614800000000049e+00 5.745637010000000100e-02
0.000000000000000000e+00 1.615170409999999945e+00 6.714526369999999911e-02
0.000000000000000000e+00 1.703703050000000108e+00 7.678196060000000434e-02
0.000000000000000000e+00 1.794137859999999973e+00 8.667161099999999563e-02
0.000000000000000000e+00 1.887009619999999943e+00 9.686863430000000608e-02
0.000000000000000000e+00 1.922832929999999996e+00 1.008321699999999987e-01
0.000000000000000000e+00 1.922385360000000043e+00 1.008273819999999932e-01
0.000000000000000000e+00 1.922058339999999976e+00 1.008336719999999992e-01
0.000000000000000000e+00 1.921674600000000011e+00 1.008326040000000062e-01
